CustLastName,CustFirstName,CustMiddleInitial,CustSuffix,CustDOB,CustSalutation,CusteMailAddress,Gender,SSN_TIN,SSNType,CustomerLegacyID,WithholdingCode,PreferredLanguage,StartDate,EndDate,CustomerID
Phillippo,Ede,X,II,1947-05-27,Mrs,ephillippooc@huffingtonpost.com,F,648-01-8605,SSN,LEG677059,W1,English,2017-05-26,,877
Rotchell,Rubie,P,Jr,1947-05-28,Ms,rrotchellod@examiner.com,F,445-35-4471,TIN,LEG839135,EX,Mandarin,2017-05-27,2028-05-27,878
Mival,Torin,A,II,1947-05-29,Mr,tmivaloe@scribd.com,M,568-35-4664,SSN,LEG998009,EX,English,2017-05-28,2028-05-28,879
Caplis,Tally,I,NA,1947-05-30,Ms,tcaplisof@archive.org,M,496-75-9290,SSN,LEG852573,W4,Spanish,2017-05-29,2028-05-29,880
MacCracken,Westbrook,J,II,1947-05-31,Dr,wmaccrackenog@taobao.com,F,555-83-2065,TIN,LEG436351,W2,Spanish,2017-05-30,,881
Calderon,Eli,O,III,1947-06-01,Mr,ecalderonoh@youtube.com,M,720-19-9846,TIN,LEG645356,W2,Spanish,2017-05-31,,882
Dipple,Charlton,W,Sr,1947-06-02,Ms,cdippleoi@xing.com,F,678-82-7018,TIN,LEG593423,EX,English,2017-06-01,,883
Kippen,Miguel,P,Sr,1947-06-03,Dr,mkippenoj@is.gd,M,817-40-2869,SSN,LEG569106,W4,Mandarin,2017-06-02,,884
Klauber,Ewell,P,NA,1947-06-04,Mr,eklauberok@canalblog.com,M,718-96-8989,TIN,LEG226210,W4,Spanish,2017-06-03,,885
Densie,Garik,B,Jr,1947-06-05,Dr,gdensieol@deliciousdays.com,M,596-99-5072,TIN,LEG563667,W2,Mandarin,2017-06-04,,886
Cathie,Lola,O,Sr,1947-06-06,Mrs,lcathieom@bravesites.com,M,196-60-7694,SSN,LEG647637,W2,Mandarin,2017-06-05,,887
Pirrie,Augustina,U,II,1947-06-07,Mrs,apirrieon@nyu.edu,F,134-14-4839,TIN,LEG547879,EX,Spanish,2017-06-06,2028-06-06,888
Caselli,Merry,S,Sr,1947-06-08,Dr,mcasellioo@imageshack.us,M,570-37-6375,TIN,LEG753870,W2,Spanish,2017-06-07,2028-06-07,889
Shouler,Nancie,G,Sr,1947-06-09,Dr,nshoulerop@wp.com,M,494-82-7083,TIN,LEG234636,W1,Mandarin,2017-06-08,2028-06-08,890
Gregon,Cinderella,H,Jr,1947-06-10,Mr,cgregonoq@loc.gov,F,291-13-5169,SSN,LEG841520,W2,English,2017-06-09,,891
Lyman,Petr,Z,Jr,1947-06-11,Ms,plymanor@wordpress.org,F,281-31-2070,TIN,LEG143271,W1,English,2017-06-10,,892
Mongeot,Jan,L,III,1947-06-12,Ms,jmongeotos@surveymonkey.com,M,669-07-6080,SSN,LEG838144,W4,Mandarin,2017-06-11,,893
Condict,Alan,T,III,1947-06-13,Dr,acondictot@microsoft.com,F,639-77-9326,TIN,LEG334068,W1,Spanish,2017-06-12,,894
Hinkens,Angie,N,III,1947-06-14,Dr,ahinkensou@nbcnews.com,M,481-98-9508,SSN,LEG626455,W1,Mandarin,2017-06-13,,895
Sarle,Katleen,U,III,1947-06-15,Dr,ksarleov@woothemes.com,F,259-02-4867,TIN,LEG725487,W1,Spanish,2017-06-14,,896
Eginton,Astrix,P,III,1947-06-16,Dr,aegintonow@surveymonkey.com,M,715-60-4164,TIN,LEG175797,W2,English,2017-06-15,,897
Fishbourn,Blanca,K,NA,1947-06-17,Mrs,bfishbournox@irs.gov,F,823-04-1952,SSN,LEG057278,W4,English,2017-06-16,2028-06-16,898
Brise,Eve,M,NA,1947-06-18,Ms,ebriseoy@dell.com,M,680-76-6594,TIN,LEG899692,EX,Spanish,2017-06-17,2028-06-17,899
Cromack,Cathe,K,II,1947-06-19,Ms,ccromackoz@ustream.tv,F,303-19-3476,SSN,LEG731430,W1,English,2017-06-18,2028-06-18,900
Spellsworth,Christoffer,K,III,1947-06-20,Mrs,cspellsworthp0@sina.com.cn,F,200-89-7578,TIN,LEG495252,W4,Mandarin,2017-06-19,,901
Mcmanaman,Sarine,H,Jr,1947-06-21,Mrs,smcmanamanp1@washington.edu,F,424-91-7961,TIN,LEG868179,EX,English,2017-06-20,,902
Yaxley,Laurence,B,Sr,1947-06-22,Dr,lyaxleyp2@marriott.com,F,101-88-4669,TIN,LEG234931,W1,Spanish,2017-06-21,,903
Sterke,Noel,F,NA,1947-06-23,Ms,nsterkep3@ning.com,F,228-15-1552,TIN,LEG493197,W1,English,2017-06-22,,904
Hastwell,Abagael,R,NA,1947-06-24,Ms,ahastwellp4@jugem.jp,M,145-64-5958,SSN,LEG675788,W2,Mandarin,2017-06-23,,905
Rubinshtein,Kimbell,Y,III,1947-06-25,Dr,krubinshteinp5@kickstarter.com,M,202-93-2723,TIN,LEG867297,W2,Mandarin,2017-06-24,,906
Lancley,Averyl,S,II,1947-06-26,Ms,alancleyp6@toplist.cz,F,403-61-4503,TIN,LEG194728,EX,Spanish,2017-06-25,,907
Bamford,Nanice,O,Jr,1947-06-27,Ms,nbamfordp7@naver.com,F,185-34-7847,TIN,LEG421461,W2,English,2017-06-26,2028-06-26,908
Duffet,Ted,K,II,1947-06-28,Mr,tduffetp8@goodreads.com,M,793-12-8154,TIN,LEG836803,W4,English,2017-06-27,2028-06-27,909
Brierley,Alejoa,U,III,1947-06-29,Mr,abrierleyp9@cargocollective.com,F,274-39-5674,SSN,LEG862641,EX,Spanish,2017-06-28,2028-06-28,910
Wichard,Arney,M,III,1947-06-30,Ms,awichardpa@ucoz.com,F,793-09-1847,TIN,LEG838283,W4,English,2017-06-29,,911
Gallagher,Jedd,O,III,1947-07-01,Ms,jgallagherpb@1und1.de,F,581-48-6678,TIN,LEG509621,W2,Spanish,2017-06-30,,912
Doldon,Thedrick,M,NA,1947-07-02,Mr,tdoldonpc@bluehost.com,F,302-41-5515,TIN,LEG860065,W1,English,2017-07-01,,913
Memmory,Ethelind,Z,Sr,1947-07-03,Mrs,ememmorypd@elpais.com,M,599-62-9965,TIN,LEG989129,W2,Spanish,2017-07-02,,914
Tight,Udall,D,NA,1947-07-04,Dr,utightpe@wired.com,F,379-22-2976,SSN,LEG402685,EX,English,2017-07-03,,915
Hove,Myrle,Z,NA,1947-07-05,Mr,mhovepf@smugmug.com,M,269-59-4095,SSN,LEG318902,W2,English,2017-07-04,,916
Rawood,Amie,Z,Sr,1947-07-06,Ms,arawoodpg@hubpages.com,M,107-98-2805,SSN,LEG736309,W1,Spanish,2017-07-05,,917
Ram,Dina,H,NA,1947-07-07,Ms,dramph@hao123.com,M,430-30-8102,TIN,LEG993053,W2,English,2017-07-06,2028-07-06,918
Hamman,Elysha,E,Jr,1947-07-08,Dr,ehammanpi@bigcartel.com,M,649-99-0882,SSN,LEG818232,W1,Mandarin,2017-07-07,2028-07-07,919
Fooks,Jilleen,S,II,1947-07-09,Ms,jfookspj@bloglovin.com,F,662-16-8023,TIN,LEG103187,W2,English,2017-07-08,2028-07-08,920
Le Borgne,Christos,D,II,1947-07-10,Dr,cleborgnepk@newyorker.com,M,835-28-7416,TIN,LEG574791,W2,English,2017-07-09,,921
Batchelour,Vidovik,X,II,1947-07-11,Mrs,vbatchelourpl@unc.edu,M,256-65-4572,SSN,LEG031668,W4,Spanish,2017-07-10,,922
Mueller,Carlyn,T,Jr,1947-07-12,Ms,cmuellerpm@java.com,F,402-12-4981,SSN,LEG507825,W4,Spanish,2017-07-11,,923
Decort,Arnie,Y,III,1947-07-13,Ms,adecortpn@liveinternet.ru,F,677-23-3614,TIN,LEG901194,W4,English,2017-07-12,,924
Kaufman,Stella,N,Sr,1947-07-14,Mrs,skaufmanpo@last.fm,F,107-53-5199,SSN,LEG540462,EX,Spanish,2017-07-13,,925
Tulleth,Odella,Q,NA,1947-07-15,Mr,otullethpp@people.com.cn,M,479-65-3611,SSN,LEG415427,EX,Spanish,2017-07-14,,926
Eversfield,Gratiana,G,NA,1947-07-16,Mr,geversfieldpq@creativecommons.org,F,750-45-5968,SSN,LEG285965,W4,Mandarin,2017-07-15,,927
Simester,Lorita,C,III,1947-07-17,Mrs,lsimesterpr@usgs.gov,M,491-96-3452,SSN,LEG915374,W2,Mandarin,2017-07-16,2028-07-16,928
Sokell,Martie,A,II,1947-07-18,Mr,msokellps@google.cn,F,789-89-6285,SSN,LEG527334,W1,Spanish,2017-07-17,2028-07-17,929
Cudworth,Adria,C,III,1947-07-19,Mr,acudworthpt@e-recht24.de,F,640-23-8532,TIN,LEG879712,EX,Spanish,2017-07-18,2028-07-18,930
Eubank,Melany,P,III,1947-07-20,Dr,meubankpu@liveinternet.ru,F,392-19-6292,SSN,LEG794286,W2,Spanish,2017-07-19,,931
Mackrell,Laurella,D,Jr,1947-07-21,Ms,lmackrellpv@kickstarter.com,M,710-10-5748,SSN,LEG050874,EX,English,2017-07-20,,932
Padwick,Samantha,F,III,1947-07-22,Ms,spadwickpw@state.tx.us,F,893-79-2642,TIN,LEG807199,EX,English,2017-07-21,,933
Costa,Jasper,L,II,1947-07-23,Mrs,jcostapx@aboutads.info,M,288-80-9317,SSN,LEG634895,W2,English,2017-07-22,,934
Woodcroft,Agustin,Z,III,1947-07-24,Mrs,awoodcroftpy@parallels.com,M,171-03-8386,SSN,LEG289674,W2,English,2017-07-23,,935
Bowgen,Alleyn,T,NA,1947-07-25,Mrs,abowgenpz@friendfeed.com,M,526-24-1487,TIN,LEG444208,W2,Mandarin,2017-07-24,,936
Leil,Kaylee,T,Sr,1947-07-26,Dr,kleilq0@dagondesign.com,M,391-32-8238,TIN,LEG654522,EX,Spanish,2017-07-25,,937
Curtain,Rob,Q,Jr,1947-07-27,Mrs,rcurtainq1@plala.or.jp,F,619-62-2476,SSN,LEG788422,W2,Spanish,2017-07-26,2028-07-26,938
Rubenczyk,Nissy,N,Sr,1947-07-28,Ms,nrubenczykq2@usgs.gov,M,778-73-2110,SSN,LEG808177,EX,English,2017-07-27,2028-07-27,939
Monger,Phylys,Y,Jr,1947-07-29,Ms,pmongerq3@pinterest.com,F,325-82-9306,SSN,LEG108054,EX,English,2017-07-28,2028-07-28,940
Shreve,Olwen,S,II,1947-07-30,Dr,oshreveq4@usda.gov,M,661-25-4410,SSN,LEG952789,W4,Mandarin,2017-07-29,,941
Cripwell,Caresse,E,Jr,1947-07-31,Mr,ccripwellq5@geocities.com,M,141-75-4824,SSN,LEG243386,W2,Spanish,2017-07-30,,942
Gyngell,Marta,Y,II,1947-08-01,Dr,mgyngellq6@msn.com,F,200-61-0573,TIN,LEG151372,EX,English,2017-07-31,,943
Willey,Brinn,C,II,1947-08-02,Ms,bwilleyq7@thetimes.co.uk,M,383-42-4800,SSN,LEG301865,W2,Mandarin,2017-08-01,,944
Davers,Odetta,B,III,1947-08-03,Mr,odaversq8@oakley.com,M,389-05-3306,SSN,LEG282671,EX,Mandarin,2017-08-02,,945
Gawkroge,Tamera,H,Sr,1947-08-04,Mr,tgawkrogeq9@mayoclinic.com,F,385-62-9664,TIN,LEG077494,W4,Mandarin,2017-08-03,,946
Doumenc,Meir,Y,II,1947-08-05,Mrs,mdoumencqa@merriam-webster.com,M,665-11-1191,SSN,LEG922744,EX,Mandarin,2017-08-04,,947
Gard,Heidi,P,III,1947-08-06,Dr,hgardqb@artisteer.com,M,811-16-5897,TIN,LEG322438,W4,Spanish,2017-08-05,2028-08-05,948
Zealey,Archie,A,NA,1947-08-07,Mr,azealeyqc@mtv.com,F,102-76-7426,SSN,LEG372956,W1,Mandarin,2017-08-06,2028-08-06,949
Mogridge,Theodosia,X,Sr,1947-08-08,Ms,tmogridgeqd@a8.net,M,133-01-9100,SSN,LEG527419,W4,Spanish,2017-08-07,2028-08-07,950
Fairnie,Leann,N,Jr,1947-08-09,Mr,lfairnieqe@amazon.com,M,503-57-5893,TIN,LEG278955,EX,Spanish,2017-08-08,,951
Joskovitch,Corly,N,Sr,1947-08-10,Ms,cjoskovitchqf@google.co.uk,F,779-71-3950,TIN,LEG946590,W1,Mandarin,2017-08-09,,952
Allcott,Napoleon,F,Jr,1947-08-11,Mrs,nallcottqg@discuz.net,M,658-84-3171,TIN,LEG786929,EX,English,2017-08-10,,953
Cadell,Shawn,J,NA,1947-08-12,Mrs,scadellqh@paginegialle.it,F,177-10-1618,TIN,LEG271776,W1,Spanish,2017-08-11,,954
Hymor,Millicent,U,Sr,1947-08-13,Mrs,mhymorqi@mayoclinic.com,F,745-13-7358,TIN,LEG986894,EX,English,2017-08-12,,955
Bagnall,Isidore,Z,Sr,1947-08-14,Mr,ibagnallqj@jimdo.com,F,549-09-1780,SSN,LEG178122,W4,English,2017-08-13,,956
Galbraeth,Prentice,F,NA,1947-08-15,Mr,pgalbraethqk@infoseek.co.jp,M,337-51-7386,TIN,LEG744648,W2,Spanish,2017-08-14,,957
Rillett,Leonanie,V,Sr,1947-08-16,Mrs,lrillettql@buzzfeed.com,F,239-68-1839,TIN,LEG282171,W2,Spanish,2017-08-15,2028-08-15,958
Seaman,Cristie,A,Sr,1947-08-17,Ms,cseamanqm@tripadvisor.com,F,423-25-4770,TIN,LEG625904,W4,Mandarin,2017-08-16,2028-08-16,959
Tawse,Lewie,G,III,1947-08-18,Mrs,ltawseqn@linkedin.com,M,426-54-7819,SSN,LEG750241,W4,Spanish,2017-08-17,2028-08-17,960
Burtenshaw,Norton,Y,Sr,1947-08-19,Ms,nburtenshawqo@wix.com,M,276-59-7915,TIN,LEG569380,W4,English,2017-08-18,,961
Kayes,Farris,Y,Jr,1947-08-20,Ms,fkayesqp@rakuten.co.jp,M,384-55-2207,SSN,LEG940560,EX,English,2017-08-19,,962
Gulland,Catherina,D,NA,1947-08-21,Dr,cgullandqq@twitter.com,M,672-42-0991,SSN,LEG528838,EX,Spanish,2017-08-20,,963
Bielefeld,Ulla,M,NA,1947-08-22,Mr,ubielefeldqr@unc.edu,M,668-60-7032,SSN,LEG986260,W4,Mandarin,2017-08-21,,964
Wahncke,Vincenty,M,III,1947-08-23,Mr,vwahnckeqs@usgs.gov,M,775-58-5593,SSN,LEG681619,EX,Spanish,2017-08-22,,965
Pedrozzi,Marcie,E,NA,1947-08-24,Mrs,mpedrozziqt@princeton.edu,M,787-64-3111,SSN,LEG714209,W2,Spanish,2017-08-23,,966
Grotty,Ivie,D,III,1947-08-25,Dr,igrottyqu@ox.ac.uk,F,749-15-2603,SSN,LEG337867,W2,Mandarin,2017-08-24,,967
Pywell,Idette,H,II,1947-08-26,Mr,ipywellqv@google.com.au,F,534-88-7041,TIN,LEG794049,W2,Mandarin,2017-08-25,2028-08-25,968
Semrad,Benita,O,II,1947-08-27,Ms,bsemradqw@yahoo.com,F,575-59-3111,TIN,LEG519170,W2,Mandarin,2017-08-26,2028-08-26,969
Yanin,Leonanie,Q,Sr,1947-08-28,Ms,lyaninqx@hud.gov,M,216-93-2407,SSN,LEG094402,EX,Spanish,2017-08-27,2028-08-27,970
Ajean,Junie,J,NA,1947-08-29,Mr,jajeanqy@google.pl,F,738-37-9633,SSN,LEG046489,EX,Spanish,2017-08-28,,971
MacCallester,Tuck,A,NA,1947-08-30,Ms,tmaccallesterqz@photobucket.com,M,279-15-5972,TIN,LEG963786,W1,Mandarin,2017-08-29,,972
MacLaverty,Orson,P,Sr,1947-08-31,Dr,omaclavertyr0@whitehouse.gov,F,850-21-9940,TIN,LEG992523,W1,Mandarin,2017-08-30,,973
Oglesbee,Randie,P,Jr,1947-09-01,Mrs,roglesbeer1@ihg.com,M,744-25-9968,SSN,LEG824145,W2,English,2017-08-31,,974
Couttes,Art,N,Jr,1947-09-02,Mr,acouttesr2@networksolutions.com,F,604-66-0522,SSN,LEG313577,EX,English,2017-09-01,,975
Wilkinson,Had,R,Jr,1947-09-03,Mr,hwilkinsonr3@chron.com,M,779-83-3868,SSN,LEG886004,W2,English,2017-09-02,,976
Sex,Nesta,J,II,1947-09-04,Ms,nsexr4@jimdo.com,M,316-39-7327,SSN,LEG042215,W4,Spanish,2017-09-03,,977
Stanbrooke,Anstice,P,II,1947-09-05,Ms,astanbrooker5@google.com,F,155-39-1610,TIN,LEG644866,W2,Mandarin,2017-09-04,2028-09-04,978
Hallworth,Alonzo,X,Sr,1947-09-06,Ms,ahallworthr6@4shared.com,F,661-71-8966,SSN,LEG965472,W1,Mandarin,2017-09-05,2028-09-05,979
Dufton,Bette-ann,P,II,1947-09-07,Ms,bduftonr7@networkadvertising.org,M,554-69-6509,TIN,LEG290744,W4,Mandarin,2017-09-06,2028-09-06,980
Duligall,Cris,E,Jr,1947-09-08,Ms,cduligallr8@samsung.com,F,695-52-1454,TIN,LEG446933,EX,Mandarin,2017-09-07,,981
Blowes,Ulrika,J,NA,1947-09-09,Mrs,ublowesr9@chron.com,M,370-25-6075,SSN,LEG113337,W2,English,2017-09-08,,982
Gover,Cleavland,U,Jr,1947-09-10,Dr,cgoverra@ucoz.com,F,341-49-1295,SSN,LEG618237,EX,Mandarin,2017-09-09,,983
Decayette,Andromache,K,NA,1947-09-11,Mrs,adecayetterb@etsy.com,M,140-11-2973,TIN,LEG759428,EX,Spanish,2017-09-10,,984
Cominoli,Evie,O,NA,1947-09-12,Mr,ecominolirc@nymag.com,F,130-76-9709,SSN,LEG508551,W1,Mandarin,2017-09-11,,985
Boothroyd,Alejandrina,R,III,1947-09-13,Ms,aboothroydrd@state.tx.us,M,735-38-1846,SSN,LEG226460,W2,English,2017-09-12,,986
Tompsett,Jozef,N,III,1947-09-14,Mr,jtompsettre@google.nl,M,629-44-9894,TIN,LEG248493,W1,English,2017-09-13,,987
Furlonge,Alejandra,Y,Jr,1947-09-15,Mr,afurlongerf@artisteer.com,M,784-69-2324,TIN,LEG055535,EX,English,2017-09-14,2028-09-14,988
Ponte,Garner,A,II,1947-09-16,Mr,gponterg@prlog.org,F,306-88-2602,TIN,LEG358756,W4,Mandarin,2017-09-15,2028-09-15,989
Kernar,Cesya,O,III,1947-09-17,Mrs,ckernarrh@senate.gov,M,367-27-4685,SSN,LEG172423,W4,Mandarin,2017-09-16,2028-09-16,990
Plumbley,Johan,R,III,1947-09-18,Ms,jplumbleyri@hatena.ne.jp,M,769-22-0443,TIN,LEG138158,W1,Mandarin,2017-09-17,,991
McHan,Stu,J,Jr,1947-09-19,Ms,smchanrj@e-recht24.de,M,892-62-1831,TIN,LEG697683,W2,Spanish,2017-09-18,,992
Gyves,Eliza,F,NA,1947-09-20,Mr,egyvesrk@istockphoto.com,F,749-77-1547,TIN,LEG381516,W1,Spanish,2017-09-19,,993
Scruton,Elwira,M,II,1947-09-21,Ms,escrutonrl@bizjournals.com,F,182-61-5183,SSN,LEG142698,W4,English,2017-09-20,,994
Padkin,Deanna,G,III,1947-09-22,Dr,dpadkinrm@noaa.gov,F,707-66-5824,TIN,LEG303419,EX,Spanish,2017-09-21,,995
Moylan,Sioux,Z,II,1947-09-23,Dr,smoylanrn@elpais.com,F,386-84-4770,TIN,LEG851693,W4,English,2017-09-22,,996
Gasker,Dorena,S,Jr,1947-09-24,Mr,dgaskerro@merriam-webster.com,M,441-23-9175,SSN,LEG304608,W1,Spanish,2017-09-23,,997
Gratrix,Quinta,S,III,1947-09-25,Ms,qgratrixrp@nymag.com,F,710-26-2561,SSN,LEG669804,W4,Mandarin,2017-09-24,2028-09-24,998
Flear,Ardra,B,III,1947-09-26,Dr,aflearrq@diigo.com,F,811-65-0456,SSN,LEG197560,W4,English,2017-09-25,2028-09-25,999
Alvis,Iago,N,II,1947-09-27,Mrs,ialvisrr@cpanel.net,F,421-97-8424,SSN,LEG167145,EX,Mandarin,2017-09-26,2028-09-26,1000
